SAMPLE_NAME	JC2084_S48_R1_001
GSP2_167_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	145.0
GSP2_167_UNIQUE_AMBIG_READS	74
GSP2_167_UNIQUE_AMBIG_READS_PERCENT	0.687
GSP2_167_UNIQUE_AMBIG_START_SITES	37
GSP2_167_UNIQUE_AMBIG_START_SITES_PERCENT	0.831
GSP2_167_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	66.8918918919
GSP2_167_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	66.5
GSP2_167_UNIQUE_START_SITES	53
GSP2_167_UNIQUE_START_SITES_PERCENT	0.500
GSP2_168_NAME	TP53_chr17_7577165_25_-_A1_GSP2
GSP2_168_TYPE	TARGET
GSP2_168_UNIQUE_READS	100
GSP2_168_RAW_READS	1662
GSP2_168_UNIQUE_READS_PERCENT	0.406
GSP2_168_UNIQUE_RNA_READS	1
GSP2_168_UNIQUE_RNA_READS_PERCENT	0.127
GSP2_168_UNIQUE_RNA_START_SITES	1
GSP2_168_UNIQUE_RNA_START_SITES_PERCENT	0.141
GSP2_168_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	47.0
GSP2_168_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	47
GSP2_168_UNIQUE_DNA_READS	99
GSP2_168_UNIQUE_DNA_READS_PERCENT	0.759
GSP2_168_UNIQUE_DNA_START_SITES	48
GSP2_168_UNIQUE_DNA_START_SITES_PERCENT	0.734
GSP2_168_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	81.2525252525
GSP2_168_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	66
GSP2_168_UNIQUE_AMBIG_READS	0
GSP2_168_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_168_UNIQUE_AMBIG_START_SITES	0
GSP2_168_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_168_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_168_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_168_UNIQUE_START_SITES	49
GSP2_168_UNIQUE_START_SITES_PERCENT	0.462
GSP2_169_NAME	TP53_chr17_7577435_20_+_A1_GSP2
GSP2_169_TYPE	TARGET
GSP2_169_UNIQUE_READS	175
GSP2_169_RAW_READS	6192
GSP2_169_UNIQUE_READS_PERCENT	0.711
GSP2_169_UNIQUE_RNA_READS	10
GSP2_169_UNIQUE_RNA_READS_PERCENT	1.267
GSP2_169_UNIQUE_RNA_START_SITES	10
GSP2_169_UNIQUE_RNA_START_SITES_PERCENT	1.412
GSP2_169_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	114.2
GSP2_169_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	106.0
GSP2_169_UNIQUE_DNA_READS	165
GSP2_169_UNIQUE_DNA_READS_PERCENT	1.265
GSP2_169_UNIQUE_DNA_START_SITES	87
GSP2_169_UNIQUE_DNA_START_SITES_PERCENT	1.330
GSP2_169_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	91.9575757576
GSP2_169_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	81
GSP2_169_UNIQUE_AMBIG_READS	0
GSP2_169_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_169_UNIQUE_AMBIG_START_SITES	0
GSP2_169_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_169_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_169_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_169_UNIQUE_START_SITES	97
GSP2_169_UNIQUE_START_SITES_PERCENT	0.915
GSP2_170_NAME	TP53_chr17_7577554_30_-_A1_GSP2
GSP2_170_TYPE	TARGET
GSP2_170_UNIQUE_READS	101
GSP2_170_RAW_READS	2358
GSP2_170_UNIQUE_READS_PERCENT	0.411
GSP2_170_UNIQUE_RNA_READS	6
GSP2_170_UNIQUE_RNA_READS_PERCENT	0.760
GSP2_170_UNIQUE_RNA_START_SITES	6
GSP2_170_UNIQUE_RNA_START_SITES_PERCENT	0.847
GSP2_170_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	188.0
GSP2_170_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	204.5
GSP2_170_UNIQUE_DNA_READS	28
GSP2_170_UNIQUE_DNA_READS_PERCENT	0.215
GSP2_170_UNIQUE_DNA_START_SITES	26
GSP2_170_UNIQUE_DNA_START_SITES_PERCENT	0.398
GSP2_170_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	141.928571429
GSP2_170_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	137.5
GSP2_170_UNIQUE_AMBIG_READS	67
GSP2_170_UNIQUE_AMBIG_READS_PERCENT	0.622
GSP2_170_UNIQUE_AMBIG_START_SITES	27
GSP2_170_UNIQUE_AMBIG_START_SITES_PERCENT	0.606
GSP2_170_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	58.5223880597
GSP2_170_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	55
GSP2_170_UNIQUE_START_SITES	59
GSP2_170_UNIQUE_START_SITES_PERCENT	0.557
GSP2_171_NAME	TP53_chr17_7577568_27_+_A1_GSP2
GSP2_171_TYPE	TARGET
GSP2_171_UNIQUE_READS	113
GSP2_171_RAW_READS	2677
GSP2_171_UNIQUE_READS_PERCENT	0.459
GSP2_171_UNIQUE_RNA_READS	5
GSP2_171_UNIQUE_RNA_READS_PERCENT	0.634
GSP2_171_UNIQUE_RNA_START_SITES	5
GSP2_171_UNIQUE_RNA_START_SITES_PERCENT	0.706
GSP2_171_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	165.6
GSP2_171_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	161
GSP2_171_UNIQUE_DNA_READS	95
GSP2_171_UNIQUE_DNA_READS_PERCENT	0.728
GSP2_171_UNIQUE_DNA_START_SITES	59
GSP2_171_UNIQUE_DNA_START_SITES_PERCENT	0.902
GSP2_171_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	96.8947368421
GSP2_171_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	85
GSP2_171_UNIQUE_AMBIG_READS	13
GSP2_171_UNIQUE_AMBIG_READS_PERCENT	0.121
GSP2_171_UNIQUE_AMBIG_START_SITES	5
GSP2_171_UNIQUE_AMBIG_START_SITES_PERCENT	0.112
GSP2_171_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	39.4615384615
GSP2_171_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	40
GSP2_171_UNIQUE_START_SITES	69
GSP2_171_UNIQUE_START_SITES_PERCENT	0.651
GSP2_172_NAME	TP53_chr17_7577615_23_-_A1_GSP2
GSP2_172_TYPE	TARGET
GSP2_172_UNIQUE_READS	139
GSP2_172_RAW_READS	4364
GSP2_172_UNIQUE_READS_PERCENT	0.565
GSP2_172_UNIQUE_RNA_READS	9
GSP2_172_UNIQUE_RNA_READS_PERCENT	1.141
GSP2_172_UNIQUE_RNA_START_SITES	8
GSP2_172_UNIQUE_RNA_START_SITES_PERCENT	1.130
GSP2_172_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	197.444444444
GSP2_172_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	169
GSP2_172_UNIQUE_DNA_READS	130
GSP2_172_UNIQUE_DNA_READS_PERCENT	0.996
GSP2_172_UNIQUE_DNA_START_SITES	59
GSP2_172_UNIQUE_DNA_START_SITES_PERCENT	0.902
GSP2_172_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	73.0923076923
GSP2_172_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	57
GSP2_172_UNIQUE_AMBIG_READS	0
GSP2_172_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_172_UNIQUE_AMBIG_START_SITES	0
GSP2_172_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_172_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_172_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_172_UNIQUE_START_SITES	67
GSP2_172_UNIQUE_START_SITES_PERCENT	0.632
GSP2_173_NAME	TP53_chr17_7578149_20_+_A1_GSP2
GSP2_173_TYPE	TARGET
GSP2_173_UNIQUE_READS	105
GSP2_173_RAW_READS	3504
GSP2_173_UNIQUE_READS_PERCENT	0.427
GSP2_173_UNIQUE_RNA_READS	5
GSP2_173_UNIQUE_RNA_READS_PERCENT	0.634
GSP2_173_UNIQUE_RNA_START_SITES	5
GSP2_173_UNIQUE_RNA_START_SITES_PERCENT	0.706
GSP2_173_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	143.0
GSP2_173_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	86
GSP2_173_UNIQUE_DNA_READS	100
GSP2_173_UNIQUE_DNA_READS_PERCENT	0.766
GSP2_173_UNIQUE_DNA_START_SITES	55
GSP2_173_UNIQUE_DNA_START_SITES_PERCENT	0.841
GSP2_173_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	77.04
GSP2_173_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	64
GSP2_173_UNIQUE_AMBIG_READS	0
GSP2_173_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_173_UNIQUE_AMBIG_START_SITES	0
GSP2_173_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_173_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_173_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_173_UNIQUE_START_SITES	60
GSP2_173_UNIQUE_START_SITES_PERCENT	0.566
GSP2_174_NAME	TP53_chr17_7578237_24_+_A1_GSP2
GSP2_174_TYPE	TARGET
GSP2_174_UNIQUE_READS	105
GSP2_174_RAW_READS	1928
GSP2_174_UNIQUE_READS_PERCENT	0.427
GSP2_174_UNIQUE_RNA_READS	5
GSP2_174_UNIQUE_RNA_READS_PERCENT	0.634
GSP2_174_UNIQUE_RNA_START_SITES	4
GSP2_174_UNIQUE_RNA_START_SITES_PERCENT	0.565
GSP2_174_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	241.6
GSP2_174_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	266
GSP2_174_UNIQUE_DNA_READS	59
GSP2_174_UNIQUE_DNA_READS_PERCENT	0.452
GSP2_174_UNIQUE_DNA_START_SITES	39
GSP2_174_UNIQUE_DNA_START_SITES_PERCENT	0.596
GSP2_174_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	99.7457627119
GSP2_174_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	84
GSP2_174_UNIQUE_AMBIG_READS	41
GSP2_174_UNIQUE_AMBIG_READS_PERCENT	0.381
GSP2_174_UNIQUE_AMBIG_START_SITES	18
GSP2_174_UNIQUE_AMBIG_START_SITES_PERCENT	0.404
GSP2_174_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	45.243902439
GSP2_174_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	46
GSP2_174_UNIQUE_START_SITES	61
GSP2_174_UNIQUE_START_SITES_PERCENT	0.576
GSP2_175_NAME	TP53_chr17_7578242_27_-_A1_GSP2
GSP2_175_TYPE	TARGET
GSP2_175_UNIQUE_READS	139
GSP2_175_RAW_READS	2481
GSP2_175_UNIQUE_READS_PERCENT	0.565
GSP2_175_UNIQUE_RNA_READS	6
GSP2_175_UNIQUE_RNA_READS_PERCENT	0.760
GSP2_175_UNIQUE_RNA_START_SITES	6
GSP2_175_UNIQUE_RNA_START_SITES_PERCENT	0.847
GSP2_175_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	156.833333333
GSP2_175_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	156.0
GSP2_175_UNIQUE_DNA_READS	52
GSP2_175_UNIQUE_DNA_READS_PERCENT	0.399
GSP2_175_UNIQUE_DNA_START_SITES	37
GSP2_175_UNIQUE_DNA_START_SITES_PERCENT	0.566
GSP2_175_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	155.826923077
GSP2_175_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	137.5
GSP2_175_UNIQUE_AMBIG_READS	81
GSP2_175_UNIQUE_AMBIG_READS_PERCENT	0.752
GSP2_175_UNIQUE_AMBIG_START_SITES	31
GSP2_175_UNIQUE_AMBIG_START_SITES_PERCENT	0.696
GSP2_175_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	66.8395061728
GSP2_175_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	71
GSP2_175_UNIQUE_START_SITES	74
GSP2_175_UNIQUE_START_SITES_PERCENT	0.698
GSP2_176_NAME	TP53_chr17_7578297_23_+_A1_GSP2
GSP2_176_TYPE	TARGET
GSP2_176_UNIQUE_READS	146
GSP2_176_RAW_READS	3653
GSP2_176_UNIQUE_READS_PERCENT	0.593
GSP2_176_UNIQUE_RNA_READS	4
GSP2_176_UNIQUE_RNA_READS_PERCENT	0.507
GSP2_176_UNIQUE_RNA_START_SITES	4
GSP2_176_UNIQUE_RNA_START_SITES_PERCENT	0.565
GSP2_176_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	167.0
GSP2_176_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	167.0
GSP2_176_UNIQUE_DNA_READS	142
GSP2_176_UNIQUE_DNA_READS_PERCENT	1.088
GSP2_176_UNIQUE_DNA_START_SITES	69
GSP2_176_UNIQUE_DNA_START_SITES_PERCENT	1.055
GSP2_176_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	85.6830985915
GSP2_176_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	79
GSP2_176_UNIQUE_AMBIG_READS	0
GSP2_176_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_176_UNIQUE_AMBIG_START_SITES	0
GSP2_176_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_176_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_176_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_176_UNIQUE_START_SITES	73
GSP2_176_UNIQUE_START_SITES_PERCENT	0.689
GSP2_177_NAME	TP53_chr17_7578332_20_-_A1_GSP2
GSP2_177_TYPE	TARGET
GSP2_177_UNIQUE_READS	141
GSP2_177_RAW_READS	4522
GSP2_177_UNIQUE_READS_PERCENT	0.573
GSP2_177_UNIQUE_RNA_READS	2
GSP2_177_UNIQUE_RNA_READS_PERCENT	0.253
GSP2_177_UNIQUE_RNA_START_SITES	2
GSP2_177_UNIQUE_RNA_START_SITES_PERCENT	0.282
GSP2_177_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	133.5
GSP2_177_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	133.5
GSP2_177_UNIQUE_DNA_READS	139
GSP2_177_UNIQUE_DNA_READS_PERCENT	1.065
GSP2_177_UNIQUE_DNA_START_SITES	60
GSP2_177_UNIQUE_DNA_START_SITES_PERCENT	0.917
GSP2_177_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	73.928057554
GSP2_177_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	63
GSP2_177_UNIQUE_AMBIG_READS	0
GSP2_177_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_177_UNIQUE_AMBIG_START_SITES	0
GSP2_177_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_177_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_177_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_177_UNIQUE_START_SITES	62
GSP2_177_UNIQUE_START_SITES_PERCENT	0.585
GSP2_178_NAME	TP53_chr17_7578406_21_+_A1_GSP2
GSP2_178_TYPE	TARGET
GSP2_178_UNIQUE_READS	97
GSP2_178_RAW_READS	1712
GSP2_178_UNIQUE_READS_PERCENT	0.394
GSP2_178_UNIQUE_RNA_READS	3
GSP2_178_UNIQUE_RNA_READS_PERCENT	0.380
GSP2_178_UNIQUE_RNA_START_SITES	3
GSP2_178_UNIQUE_RNA_START_SITES_PERCENT	0.424
GSP2_178_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	125.333333333
GSP2_178_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	103
GSP2_178_UNIQUE_DNA_READS	0
GSP2_178_UNIQUE_DNA_READS_PERCENT	0.000
GSP2_178_UNIQUE_DNA_START_SITES	0
GSP2_178_UNIQUE_DNA_START_SITES_PERCENT	0.000
GSP2_178_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	0
GSP2_178_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_178_UNIQUE_AMBIG_READS	94
GSP2_178_UNIQUE_AMBIG_READS_PERCENT	0.873
GSP2_178_UNIQUE_AMBIG_START_SITES	56
GSP2_178_UNIQUE_AMBIG_START_SITES_PERCENT	1.257
GSP2_178_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	84.1382978723
GSP2_178_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	72
GSP2_178_UNIQUE_START_SITES	59
GSP2_178_UNIQUE_START_SITES_PERCENT	0.557
GSP2_179_NAME	TP53_chr17_7578411_21_-_A1_GSP2
GSP2_179_TYPE	TARGET
GSP2_179_UNIQUE_READS	137
GSP2_179_RAW_READS	2574
GSP2_179_UNIQUE_READS_PERCENT	0.557
GSP2_179_UNIQUE_RNA_READS	3
GSP2_179_UNIQUE_RNA_READS_PERCENT	0.380
GSP2_179_UNIQUE_RNA_START_SITES	3
GSP2_179_UNIQUE_RNA_START_SITES_PERCENT	0.424
GSP2_179_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	164.666666667
GSP2_179_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	142
GSP2_179_UNIQUE_DNA_READS	88
GSP2_179_UNIQUE_DNA_READS_PERCENT	0.674
GSP2_179_UNIQUE_DNA_START_SITES	50
GSP2_179_UNIQUE_DNA_START_SITES_PERCENT	0.765
GSP2_179_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	122.159090909
GSP2_179_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	96
GSP2_179_UNIQUE_AMBIG_READS	46
GSP2_179_UNIQUE_AMBIG_READS_PERCENT	0.427
GSP2_179_UNIQUE_AMBIG_START_SITES	23
GSP2_179_UNIQUE_AMBIG_START_SITES_PERCENT	0.516
GSP2_179_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	48.0869565217
GSP2_179_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	48.5
GSP2_179_UNIQUE_START_SITES	76
GSP2_179_UNIQUE_START_SITES_PERCENT	0.717
GSP2_180_NAME	TP53_chr17_7578519_25_+_A1_GSP2
GSP2_180_TYPE	TARGET
GSP2_180_UNIQUE_READS	139
GSP2_180_RAW_READS	1852
GSP2_180_UNIQUE_READS_PERCENT	0.565
GSP2_180_UNIQUE_RNA_READS	7
GSP2_180_UNIQUE_RNA_READS_PERCENT	0.887
GSP2_180_UNIQUE_RNA_START_SITES	7
GSP2_180_UNIQUE_RNA_START_SITES_PERCENT	0.989
GSP2_180_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	157.142857143
GSP2_180_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	158
GSP2_180_UNIQUE_DNA_READS	1
GSP2_180_UNIQUE_DNA_READS_PERCENT	0.008
GSP2_180_UNIQUE_DNA_START_SITES	1
GSP2_180_UNIQUE_DNA_START_SITES_PERCENT	0.015
GSP2_180_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	447.0
GSP2_180_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	447
GSP2_180_UNIQUE_AMBIG_READS	131
GSP2_180_UNIQUE_AMBIG_READS_PERCENT	1.217
GSP2_180_UNIQUE_AMBIG_START_SITES	74
GSP2_180_UNIQUE_AMBIG_START_SITES_PERCENT	1.661
GSP2_180_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	84.8549618321
GSP2_180_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	74
GSP2_180_UNIQUE_START_SITES	82
GSP2_180_UNIQUE_START_SITES_PERCENT	0.774
GSP2_181_NAME	TP53_chr17_7578573_24_-_A1_GSP2
GSP2_181_TYPE	TARGET
GSP2_181_UNIQUE_READS	107
GSP2_181_RAW_READS	3690
GSP2_181_UNIQUE_READS_PERCENT	0.435
GSP2_181_UNIQUE_RNA_READS	7
GSP2_181_UNIQUE_RNA_READS_PERCENT	0.887
GSP2_181_UNIQUE_RNA_START_SITES	7
GSP2_181_UNIQUE_RNA_START_SITES_PERCENT	0.989
GSP2_181_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	121.285714286
GSP2_181_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	115
GSP2_181_UNIQUE_DNA_READS	3
GSP2_181_UNIQUE_DNA_READS_PERCENT	0.023
GSP2_181_UNIQUE_DNA_START_SITES	3
GSP2_181_UNIQUE_DNA_START_SITES_PERCENT	0.046
GSP2_181_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	322.0
GSP2_181_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	304
GSP2_181_UNIQUE_AMBIG_READS	97
GSP2_181_UNIQUE_AMBIG_READS_PERCENT	0.901
GSP2_181_UNIQUE_AMBIG_START_SITES	43
GSP2_181_UNIQUE_AMBIG_START_SITES_PERCENT	0.965
GSP2_181_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	74.0515463918
GSP2_181_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	64
GSP2_181_UNIQUE_START_SITES	53
GSP2_181_UNIQUE_START_SITES_PERCENT	0.500
GSP2_182_NAME	TP53_chr17_7579267_23_+_A1_GSP2
GSP2_182_TYPE	TARGET
GSP2_182_UNIQUE_READS	85
GSP2_182_RAW_READS	1680
GSP2_182_UNIQUE_READS_PERCENT	0.345
GSP2_182_UNIQUE_RNA_READS	0
GSP2_182_UNIQUE_RNA_READS_PERCENT	0.000
GSP2_182_UNIQUE_RNA_START_SITES	0
GSP2_182_UNIQUE_RNA_START_SITES_PERCENT	0.000
GSP2_182_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	0
GSP2_182_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_182_UNIQUE_DNA_READS	85
GSP2_182_UNIQUE_DNA_READS_PERCENT	0.651
GSP2_182_UNIQUE_DNA_START_SITES	42
GSP2_182_UNIQUE_DNA_START_SITES_PERCENT	0.642
GSP2_182_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	64.5882352941
GSP2_182_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	55
GSP2_182_UNIQUE_AMBIG_READS	0
GSP2_182_UNIQUE_AMBIG_READS_PERCENT	0.000
GSP2_182_UNIQUE_AMBIG_START_SITES	0
GSP2_182_UNIQUE_AMBIG_START_SITES_PERCENT	0.000
GSP2_182_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	0
GSP2_182_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	0
GSP2_182_UNIQUE_START_SITES	42
GSP2_182_UNIQUE_START_SITES_PERCENT	0.396
GSP2_183_NAME	TP53_chr17_7579351_21_+_A1_GSP2
GSP2_183_TYPE	TARGET
GSP2_183_UNIQUE_READS	120
GSP2_183_RAW_READS	3213
GSP2_183_UNIQUE_READS_PERCENT	0.488
GSP2_183_UNIQUE_RNA_READS	5
GSP2_183_UNIQUE_RNA_READS_PERCENT	0.634
GSP2_183_UNIQUE_RNA_START_SITES	5
GSP2_183_UNIQUE_RNA_START_SITES_PERCENT	0.706
GSP2_183_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	160.2
GSP2_183_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	168
GSP2_183_UNIQUE_DNA_READS	2
GSP2_183_UNIQUE_DNA_READS_PERCENT	0.015
GSP2_183_UNIQUE_DNA_START_SITES	1
GSP2_183_UNIQUE_DNA_START_SITES_PERCENT	0.015
GSP2_183_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	0.0
GSP2_183_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	0
GSP2_183_UNIQUE_AMBIG_READS	113
GSP2_183_UNIQUE_AMBIG_READS_PERCENT	1.050
GSP2_183_UNIQUE_AMBIG_START_SITES	55
GSP2_183_UNIQUE_AMBIG_START_SITES_PERCENT	1.235
GSP2_183_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	73.1150442478
GSP2_183_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	70
GSP2_183_UNIQUE_START_SITES	61
GSP2_183_UNIQUE_START_SITES_PERCENT	0.576
GSP2_184_NAME	TP53_chr17_7579381_28_-_A1_GSP2
GSP2_184_TYPE	TARGET
GSP2_184_UNIQUE_READS	193
GSP2_184_RAW_READS	4758
GSP2_184_UNIQUE_READS_PERCENT	0.784
GSP2_184_UNIQUE_RNA_READS	1
GSP2_184_UNIQUE_RNA_READS_PERCENT	0.127
GSP2_184_UNIQUE_RNA_START_SITES	1
GSP2_184_UNIQUE_RNA_START_SITES_PERCENT	0.141
GSP2_184_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	227.0
GSP2_184_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	227
GSP2_184_UNIQUE_DNA_READS	59
GSP2_184_UNIQUE_DNA_READS_PERCENT	0.452
GSP2_184_UNIQUE_DNA_START_SITES	43
GSP2_184_UNIQUE_DNA_START_SITES_PERCENT	0.657
GSP2_184_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	172.220338983
GSP2_184_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	145
GSP2_184_UNIQUE_AMBIG_READS	133
GSP2_184_UNIQUE_AMBIG_READS_PERCENT	1.235
GSP2_184_UNIQUE_AMBIG_START_SITES	47
GSP2_184_UNIQUE_AMBIG_START_SITES_PERCENT	1.055
GSP2_184_UNIQUE_AMBIG_MEAN_FRAGMENT_LENGTH	67.4060150376
GSP2_184_UNIQUE_AMBIG_MEDIAN_FRAGMENT_LENGTH	68
GSP2_184_UNIQUE_START_SITES	91
GSP2_184_UNIQUE_START_SITES_PERCENT	0.859
GSP2_185_NAME	TP53_chr17_7579482_23_-_A1_GSP2
GSP2_185_TYPE	TARGET
GSP2_185_UNIQUE_READS	52
GSP2_185_RAW_READS	561
GSP2_185_UNIQUE_READS_PERCENT	0.211
GSP2_185_UNIQUE_RNA_READS	6
GSP2_185_UNIQUE_RNA_READS_PERCENT	0.760
GSP2_185_UNIQUE_RNA_START_SITES	6
GSP2_185_UNIQUE_RNA_START_SITES_PERCENT	0.847
GSP2_185_UNIQUE_RNA_MEAN_FRAGMENT_LENGTH	93.6666666667
GSP2_185_UNIQUE_RNA_MEDIAN_FRAGMENT_LENGTH	94.0
GSP2_185_UNIQUE_DNA_READS	1
GSP2_185_UNIQUE_DNA_READS_PERCENT	0.008
GSP2_185_UNIQUE_DNA_START_SITES	1
GSP2_185_UNIQUE_DNA_START_SITES_PERCENT	0.015
GSP2_185_UNIQUE_DNA_MEAN_FRAGMENT_LENGTH	357.0
GSP2_185_UNIQUE_DNA_MEDIAN_FRAGMENT_LENGTH	357
GSP2_185_UNIQUE_AMBIG_READS	45
